MedCodeId	Term	Count
145701000006116	Serum vitamin B12 level	14205817
2159281019	Plasma vitamin B12 level	269796
836101000006119	Vitamin B12 level	2544
257555016	Serum vitamin B12 level	1325
257553011	Serum vitamin B12 low	717
257552018	Serum vitamin B12 normal	279
293008012	Vitamin B12 deficiency	50
