MedCodeId	Term	Count
380389013	Serum creatinine level	83126273
458156012	Plasma creatinine level	3126158
4217571000006110	Serum creatinine	526
259054018	Serum creatinine NOS	210
259052019	Serum creatinine normal	171
259053012	Serum creatinine raised	121
