MedCodeId	Term	Count
128101000000116	Carcinoembryonic antigen level	171247
2336481000000110	Serum CEA (carcinoembryonic antigen) level	96231
540511000006114	CEA - Carcinoembryonic antigen level	9786
8407731000006119	CEA - Carcinoembryonic antigen level	108
