MedCodeId	Term	Count
648521000006111	Erythrocyte sedimentation rate	16879480
8404311000006116	ESR - erythrocyte sedimentation rate	148211
257303016	ESR raised	359
257302014	ESR normal	315
6898141000006114	ESR - Erythrocyte sedimentation rate	227
648511000006115	Erythrocyte sedimentation	97
109801000006119	Test request : ESR	65
