MedCodeId	Term	Count
143821000006118	Serum ferritin level	17501030
1787464018	Plasma ferritin level	126936
257523016	Ferritin level low	1851
257524010	Serum ferritin normal	1602
668851000006113	Ferritin - serum	1552
1484973016	Serum ferritin high	530
3028011000006111	Ferritin	184
2506521000006111	Ferritin level	130
