MedCodeId	Term	Count
144291000006119	Serum iron level	2649915
1484986013	Plasma iron level	5152
404437013	Serum iron tests	5087
373199017	Serum iron level	2866
257515018	Serum iron normal	1312
257516017	Serum iron low	184
