MedCodeId	Term	Count
457965015	Serum total bilirubin level	44490970
258906017	Serum bilirubin level	16823955
458177010	Plasma total bilirubin level	2340220
258911015	Serum bilirubin borderline	331
258921011	Serum bilirubin level - finding	226
258908016	Serum bilirubin raised	135
