MedCodeId	Term	Count
1783521010	Haematocrit	64160856
373221019	Packed cell volume	7189466
483830014	Haematocrit - PCV	209559
247851000006116	Packed cell volume - PCV	3297
257231010	Haematocrit - PCV	900
6274161000006115	Haematocrit	757
8404041000006119	Packed cell volume	628
2954561000006114	Hematocrit - PCV	75
