MedCodeId	Term	Count
145421000006116	Serum total protein	40365075
224751000006117	Plasma total protein	1391632
150061000006111	Serum/plasma proteins	20342
259158018	Serum total protein normal	1548
2474455016	Serum protein profile	568
259187017	Serum/plasma protein finding	85
5518801000006117	Serum total protein level	53
