MedCodeId	Term	Count
143841000006113	Serum folate level	12814828
373193016	Plasma folate level	74632
60441000006115	Whole blood folate	17058
517591000006111	Whole blood folate level	5009
257559010	Serum folate normal	225
257560017	Serum folate low	215
3536301000006114	Folate	73
